poem,poet
گر زان که چو عیاران از عهده برون نایی \ دلداده آن چابک عیار نباید شد,khaghani
هر گه که به ترک جان آسان نتوانی گفت \ پس عاشق آن دلبر خونخوار نباید شد,saadi
چون سوختن دل را تن در نتوان دادن \ از لاف به رعنایی در نار نباید شد,khaghani
خواهی که بیاسایی مانند سنایی تو \ هرگز ز می عشقش هشیار نباید شد,sanaee
خواهی که خبر یابی از خود ز نگار خود \ الا ز وجود خود بیزار نباید شد,khaghani
دل به تحفه هر که او در منزل جانان کشد \ از وجود نیستی باید که خط بر جان کشد,sanaee
در نوردد مفرش آزادگی از روی عقل \ رخت بدبختی ز دل از خانه احزان کشد,sanaee
گر چه دشوارست کار عاشقی از بهر دوست \ از محبت بر دل و جان رخت عشق آسان کشد,sanaee
رهروی باید که اندر راه ایمان پی نهد \ تا ز دل پیمانه غم بر سر پیمان کشد,sanaee
دین و پیمان و امانت در ره ایمان یکیست \ مرد کو تا فضل دین اندر ره ایمان کشد,khaghani
لشکر لا حول را بند قطیعت بگسلد \ وز تفاوت بر شعاع شرع شادروان کشد,sanaee
خلق پیغمبر کجا تا از بزرگان عرب \ جور و رنج ناسزایان از پی یزدان کشد,sanaee
صادقی باید که چون بوبکر در صدق و صواب \ زخم مار و بیم دشمن از بن دندان کشد,saadi
یا نه چون عمر که در اسلام بعد از مصطفا \ از عرب لشکر ز جیحون سوی ترکستان کشد,sanaee
پارسایی کو که در محراب و مصحف بی گناه \ تا ز غوغا سوزش شمشیر چون عثمان کشد,saadi
حیدر کرار کو کاندر مصاف از بهر دین \ در صف صفین ستم از لشکر مروان کشد,khaghani
ما را ز مه عشق تو سالی دگر آمد \ دور از ره هجر تو وصالی دگر آمد,sanaee
در دیده خیالی که مرا بد ز رخ تو \ یکباره همه رفت و خیالی دگر آمد,khaghani
بر مرکب شایسته شهنشاه شکوهت \ بر تخت دل من به جمالی دگر آمد,khaghani
شد نقص کمالی که مرا بود به صورت \ در عالم تحقیق کمالی دگر آمد,sanaee
بر طبل طلب می زدم از حرص دوالی \ ناگاه بر آن طبل دوالی دگر آمد,saadi
از سینه نهال امل از بیم بکندم \ با میوه انصاف نهالی دگر آمد,sanaee
بر عشوه ز من رفت به تعریض نکالات \ آسوده به تصریح نکالی دگر آمد,saadi
در وصف صفا حیدر اقبال به چشمم \ بر دلدل دولت به دلالی دگر آمد,khaghani
بر مه از عنبر معشوق من چنبر کند \ هیچ کس دیدی که بر مه چنبر از عنبر کند,sanaee
گه ز مشک سوده نقش آرد همی بر آفتاب \ گه عبیر بیخته بر لاله احمر کند,sanaee
گرد زنگارش پدید آمد ز روی برگ گل \ ترسم امسالش بنفشه از سمن سر بر کند,khaghani
ای دریغا آن پریرو از نهیب چشم بد \ سوسن آزاده را در زیر سیسنبر کند,sanaee
هر که دید آن خط نورسته بدان یاقوت سرخ \ عاجز آید گر صفات رنگ نیلوفر کند,sanaee
خیز تا یک چند بر دیدار او باده خوریم \ پیش از آن کش روزگار بی وفا ساغر کند,sanaee
مهره بازی دارد اندر لب که همچون بلعجب \ گه عقیق کانی و گه در و گه شکر کند,khaghani
چشم جان آهنج دل الفنج جادو بند او \ جادویی داند مگر کز جزع من عبهر کند,sanaee
آفرین بادا بر آن رویی که گر بیند پری \ بی گمان از رشک رویش خاک را بر سر کند,khaghani
این چنین دلبر که گفتم در صفات عشق من \ گه دو چشمم پر ز آب و گه رخم پر زر کند,khaghani
گاه چون عودم بسوزد گه گدازد چون شکر \ گه چو زیر چنگم اندر چنگ رامشگر کند,khaghani
گه کند بر من جهان همچون دهان خویش تنگ \ گه تنم چون موی خویش آن لاله رخ لاغر کند,sanaee
گاه چون ذره نشاند مر مرا اندر هوا \ گه رخم از اشک چشمم زعفران پر زر کند,khaghani
ای مسلمانان فغان زان دلربای مستحیل \ کو جهان بر جان من چون سد اسکندر کند,khaghani
گر شبی عشق تو بر تخت دلم شاهی کند \ صدهزاران ماه آن شب خدمت ماهی کند,saadi
باد لطفت گر به دارالملک انسان بروزد \ هر یکی را بر مثال یوسف چاهی کند,sanaee
من چه سگ باشم که در عشق تو خوش یک دم زنم \ آدم و ابلیس یک جا چون به همراهی کند,sanaee
هر که از تصدیق دل در خویشتن کافر شود \ بی خلافی صورت ایمانش دلخواهی کند,khaghani
بی خود ار در کفر و دین آید کسی محبوب نیست \ مختصر آنست کار از روی آگاهی کند,khaghani
خفته بیدار بنگر عاقل دیوانه بین \ کو ز روی معرفت بی وصل الاهی کند,sanaee
تا درین داری به جز بر عشق دارایی مکن \ عاشق آن کار خود از آه سحرگاهی کند,khaghani
ساحری دان مر سنایی را که او در کوی عقل \ عشقبازی با خیال ترک خرگاهی کند,khaghani
وصال حالت اگر عاشقی حلال کند \ فراق عشق همه حالها زوال کند,sanaee
وصال جستن عاشق نشان بی خبریست \ که نه ره همه عاشقان وصال کند,sanaee
رهیست عشق کشیده میان درد و دریغ \ طلب در او صفت بی خودی مثال کند,khaghani
نصیب خلق یکی خندقی پر از شهوت \ در او مجاز و حقیقت همی جدال کند,sanaee
چو از نصیب گذشتی روا بود که دلت \ حدیث دلبر و دعوی زلف و خال کند,sanaee
چو آفتاب رخش محترق شود ز جمال \ نقاب بندد بعضی ازو هلال کند,sanaee
نگار من چو شب از گرد مه درآلاید \ حرام خون هزاران چو من حلال کند,sanaee
نگه نیارم کردن به رویش از پی آن \ که جان ز تن به ره دیده ارتحال کند,khaghani
کمال حال ز عشاق خویش نقص کند \ بتم چو خوبی بی نقص را کمال کند,sanaee
وصال او به زمانی هزار روز کند \ فراق او ز شبی صد هزار سال کند,sanaee
هزار آیت دل بردنست یار مرا \ ز من هر یکیش طبایع دو صد جمال کند,saadi
چو او سوار شود سرو را پیاده کند \ چو غمزه سازد هاروت را نکال کند,saadi
حدیث در دهن او تو گوییی که مگر \ وجود با عدم از لذت اتصال کند,khaghani
گمان بری که سیه زلف او بر آن رخ او \ یکی شبست که با روز او جدال کند,khaghani
زهی بتی که به خوبی خویش در نفسی \ هزار عاشق چون من فر و جوال کند,sanaee
هزار صومعه ویران کند به یک ساعت \ چو حلقه های سر زلف جیم و دال کند,saadi
تبارک الله از آن روی پر ملاحت و زیب \ که غایت همه عشاق قیل و قال کند,sanaee
مردمان دوستی چنین نکنند \ هر زمان اسب هجر زین نکنند,khaghani
جنگ و آزار و خشم یکباره \ مذهب و اعتقاد و دین نکنند,saadi
چون کسی را به مهر بگزینند \ دیگری را بر او گزین نکنند,khaghani
در رخ دوستان کمان نکشند \ بر دل عاشقان کمین نکنند,sanaee
چون منی را به چاره ها کردن \ دل بیگانه را رهین نکنند,khaghani
روز و شب اختیار مهر کنند \ سال و مه آرزوی کین نکنند,khaghani
چون وفا خوبتر بود که جفا \ آن کنند اختیار و این نکنند,sanaee
بر سماع حزین خورند شراب \ لیک عاشق را حزین نکنند,sanaee
زلف پر چین ز بهر فتنه خلق \ همچو زلف بتان چین نکنند,khaghani
اینهمه می کنی و پنداری \ که ترا خلق پوستین نکنند,sanaee
مکن ای لعبت پری زاده \ که پری زادگان چنین نکنند,khaghani
همه شاه و گدا و میر و وزیر \ بهر دنیا به ترک دین نکنند,saadi
گر سال عمر من به سر آید روا بود \ اندی که سال عیش همیشه به جا بود,saadi
پایان عاشقی نه پدیدست تا ابد \ پس سال و ماه و وقت در او از کجا بود,saadi
ای وای و حسرتا که اگر عشق یک نفس \ در سال و ماه عمر ز جانم جدا بود,sanaee
